Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
2,0,Vivid Grove,Premium Deck Series: Slivers,36,Near Mint,English,foil,,,,,,,0
1,0,Vivid Grove,Commander,295,Near Mint,English,,,,,,,,0
1,0,Vivid Grove,Commander 2013,335,Near Mint,English,,,,,,,,0
1,0,Vivid Grove,Commander 2015,318,Near Mint,English,,,,,,,,
1,0,Vivid Meadow,Commander 2015,320,Near Mint,English,,,,,,,,
3,0,Vivisection,Mirrodin Besieged,38,Near Mint,English,,,,,,,,
1,0,Vizzerdrix,Eighth Edition,5,Near Mint,English,,,,,,,,0
1,0,Voiceless Spirit,Innistrad,42,Near Mint,English,,,,,,,,
1,0,Voidmage Husher,Time Spiral,92,Near Mint,English,,,,,,,,
1,0,Voidslime,Dissension,137,Near Mint,English,,,,,,,,
1,0,Volcanic Strength,Magic 2013,155,Near Mint,English,,,,,,,,
1,0,Volcano Hellion,Planar Chaos,111,Near Mint,English,,,,,,,,
1,0,Vorel of the Hull Clade,Dragon's Maze,115,Near Mint,English,,,,,,,,0
1,0,Vow of Flight,Commander,68,Near Mint,English,,,,,,,,
1,0,Vow of Lightning,Commander,138,Near Mint,English,,,,,,,,
1,0,Vow of Malice,Commander,107,Near Mint,English,,,,,,,,0
1,0,Vulshok Battlemaster,Mirrodin,110,Near Mint,English,,,,,,,,
3,0,Walking Corpse,Innistrad,126,Near Mint,English,,,,,,,,0
3,0,Walking Corpse,Magic 2013,116,Near Mint,English,,,,,,,,0
1,0,Wall of Fire,Magic 2013,156,Near Mint,English,,,,,,,,0
5,0,War Behemoth,Khans of Tarkir,29,Near Mint,English,,,,,,,,
2,0,War-Name Aspirant,Khans of Tarkir,126,Near Mint,English,,,,,,,,
1,0,Warchief Giant,Commander 2015,31,Near Mint,English,,,,,,,,
1,0,Ward Sliver,Legions,25,Near Mint,English,foil,,,,,,,0
1,0,Warden of the Wall,Dark Ascension,153,Near Mint,English,,,,,,,,
1,0,Warlord's Axe,Magic 2011,220,Near Mint,English,,,,,,,,
2,0,Warpath Ghoul,Magic 2012,117,Near Mint,English,,,,,,,,
1,0,Warped Landscape,Shadows over Innistrad,280,Near Mint,English,,,,,,,,
1,0,Warstorm Surge,Commander 2015,171,Near Mint,English,,,,,,,,0
1,0,Warstorm Surge,Magic 2012,160,Near Mint,English,,,,,,,,0
1,0,Watcher of the Roost,Khans of Tarkir,30,Near Mint,English,,,,,,,,
2,0,Watchful Automaton,Aether Revolt,182,Near Mint,English,,,,,,,,
1,0,Watercourser,Magic 2013,78,Near Mint,English,,,,,,,,0
1,0,Waterwhirl,Khans of Tarkir,60,Near Mint,English,,,,,,,,
1,0,Wave of Vitriol,Commander 2014,51,Near Mint,English,,,,,,,,0
1,0,Weapon Surge,Dragon's Maze,40,Near Mint,English,,,,,,,,
1,0,Weathered Bodyguards,Time Spiral,46,Near Mint,English,,,,,,,,
3,0,Weave Fate,Khans of Tarkir,61,Near Mint,English,,,,,,,,
1,0,Weaver of Lightning,Eldritch Moon,149,Near Mint,English,,,,,,,,
4,0,Welder Automaton,Aether Revolt,183,Near Mint,English,,,,,,,,
1,0,Wellwisher,Commander 2014,223,Near Mint,English,,,,,,,,0
1,0,Wetland Sambar,Khans of Tarkir,62,Near Mint,English,,,,,,,,
1,0,Whelming Wave,Duel Decks: Elspeth vs. Kiora,44,Near Mint,English,,,,,,,,0
1,0,Whiplash Trap,Duel Decks: Speed vs. Cunning,70,Near Mint,English,,,,,,,,0
1,0,Whir of Invention,Aether Revolt,49,Near Mint,English,,,,,,,,
1,0,Whirlwind,Commander 2014,224,Near Mint,English,,,,,,,,0
4,0,Whirlwind Adept,Khans of Tarkir,63,Near Mint,English,,,,,,,,
2,0,Whispers of Emrakul,Eldritch Moon,114,Near Mint,English,,,,,,,,
2,0,Whispersilk Cloak,Magic 2011,221,Near Mint,English,,,,,,,,0
1,0,Widespread Panic,Commander 2013,131,Near Mint,English,,,,,,,,
6,0,Wild Evocation,Magic 2011,160,Near Mint,English,,,,,,,,
1,0,Wild Pair,Premium Deck Series: Slivers,30,Near Mint,English,foil,,,,,,,0
1,0,Willbender,Duel Decks: Speed vs. Cunning,47,Near Mint,English,,,,,,,,0
1,0,Wind Drake,Magic 2013,80,Near Mint,English,,,,,,,,0
2,0,Wind Drake,Dragon's Maze,20,Near Mint,English,,,,,,,,0
1,0,Wind Drake,Kaladesh,70,Near Mint,English,,,,,,,,
1,0,Wind-Kin Raiders,Aether Revolt,50,Near Mint,English,,,,,,,,
1,0,Wind-Scarred Crag,Commander 2015,321,Near Mint,English,,,,,,,,0
3,0,Wind-Scarred Crag,Khans of Tarkir,247,Near Mint,English,,,,,,,,0
1,0,Winged Coatl,Alara Reborn,105,Near Mint,English,foil,,,,,,,0
1,0,Winged Sliver,Premium Deck Series: Slivers,4,Near Mint,English,foil,,,,,,,0
2,0,Witness of the Ages,Khans of Tarkir,228,Near Mint,English,,,,,,,,
1,0,Wolfbriar Elemental,Commander 2014,225,Near Mint,English,,,,,,,,0
1,0,Wolfcaller's Howl,Commander 2014,52,Near Mint,English,,,,,,,,
1,0,Wood Elves,Commander 2014,226,Near Mint,English,,,,,,,,0
1,0,Wooded Foothills,Khans of Tarkir,249,Near Mint,English,,,,,,,,0
4,0,Wooden Stake,Innistrad,237,Near Mint,English,,,,,,,,
1,0,Woodland Wanderer,Battle for Zendikar,198,Near Mint,English,,,,,,,,
1,0,Woodweaver's Puzzleknot,Kaladesh,240,Near Mint,English,,,,,,,,
1,0,Workshop Assistant,Kaladesh,241,Near Mint,English,,,,,,,,
1,0,Worn Powerstone,Duel Decks: Phyrexia vs. the Coalition,24,Near Mint,English,,,,,,,,0
1,0,Worn Powerstone,Commander 2015,275,Near Mint,English,,,,,,,,0
1,0,Wound Reflection,Shadowmoor,81,Near Mint,English,,,,,,,,
1,0,Wrath of God,Eighth Edition,58,Near Mint,English,,,,,,,,0
1,0,Wren's Run Packmaster,Commander 2014,227,Near Mint,English,,,,,,,,0
1,0,Wren's Run Vanquisher,Lorwyn,245,Near Mint,English,,,,,,,,
1,0,Wretched Gryff,Eldritch Moon,12,Near Mint,English,,,,,,,,
1,0,Wring Flesh,Magic 2012,118,Near Mint,English,,,,,,,,0
1,0,Wurmcalling,Time Spiral,234,Near Mint,English,,,,,,,,
1,0,Xathrid Gorgon,Magic 2013,118,Near Mint,English,,,,,,,,
1,0,"Yahenni, Undying Partisan",Aether Revolt,74,Near Mint,English,,,,,,,,
1,0,Yavimaya Enchantress,Eternal Masters,194,Near Mint,English,,,,,,,,
1,0,Yavimaya Hollow,Urza's Destiny,143,Near Mint,English,,,,,,,,
1,0,Zealous Strike,Avacyn Restored,41,Near Mint,English,,,,,,,,
1,0,Zoetic Cavern,Commander 2015,322,Near Mint,English,,,,,,,,
1,0,Zombie Apocalypse,Dark Ascension,80,Near Mint,English,,,,,,,,
3,0,Zombie Goliath,Magic 2012,119,Near Mint,English,,,,,,,,0
1,0,Zombie Goliath,Magic 2013,119,Near Mint,English,,,,,,,,
1,0,Zombie Infestation,Premium Deck Series: Graveborn,19,Near Mint,English,foil,,,,,,,0
2,0,Zombie Infestation,Magic 2012,120,Near Mint,English,,,,,,,,
1,0,Zur the Enchanter,Coldsnap,135,Near Mint,German,foil,,,,,,,0
1,0,Zurgo Helmsmasher,Duel Decks: Speed vs. Cunning,1,Near Mint,English,foil,,,,,,,0




